Info:,,"One of: SI-, SR-, SS-, SR-RD-, Pre-SI-.##########, Pre-R-",Valid Company,,Valid Currency,,Valid Price List,Valid Currency,,Valid Transporter or Ship Master,,,,Valid Account,Valid Customer,,,,Valid Project,0 or 1,,0 or 1,Valid Sales Invoice,,,0 or 1,Valid Sales Invoice,,,,,,,,,,,,,,Valid Address,,Valid Territory,0 or 1,,,,,,,,,,0 or 1,,,,,Valid Sales Taxes and Charges Template,Valid Shipping Rule,,,"One of: Grand Total, Net Total",,,,,,,,,,,,,,,Valid Account,,,0 or 1,Valid Account,Valid Cost Center,Valid Terms and Conditions,,Valid Letter Head,,Valid Print Heading,Valid Campaign,"One of: Draft, Return, Credit Note Issued, Submitted, Paid, Unpaid, Overdue, Cancelled",Valid Lead Source,"One of: No, Yes","One of: No, Yes",Valid C-Form,,Valid Sales Partner,,,0 or 1,Valid Sales Invoice,"One of: Monthly, Quarterly, Half-yearly, Yearly",Integer,,0 or 1,0 or 1,,Valid Print Format,,,,,,,,Valid UOM,,,,,,Valid Account,Valid Cost Center,,,Valid Item,Valid Batch,Valid Manufacturer,,,Valid UOM,,,,"One of: Percentage, Amount",,,,Valid Pricing Rule,,,,,0 or 1,,Valid Account,Valid Warehouse,Valid Quality Inspection,0 or 1,,,,Valid Sales Order,Valid Delivery Note,,Valid Asset,0 or 1,,Valid Item,Valid Item,,,Valid Warehouse,Valid Warehouse,,,Valid Batch,,,Valid UOM,0 or 1,,Valid Timesheet,,,,"One of: Actual, On Net Total, On Previous Row Amount, On Previous Row Total",Valid Account,,,Valid Cost Center,0 or 1,,,,,,,,,Valid DocType,,,,,,Valid Mode of Payment,,Valid Account,,,,Valid Sales Person,,,
Start entering data below this line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000217""",Pre-SI-,Lysten Global,01/07/2016,INR,1,Standard Selling,INR,1,Ship/00004,27979,29517.85,29517.85,Debtors - LG,OM AGENCIES,OM AGENCIES,,01/07/2016,,0,,1,,2000000268,01/07/2016,0,,"BEHIND S.T. DIVISIONAL OFFICE
'NANDADIP' 1 ST LANE HARIPUR ROAD, SANGLI-416416
PHONE-0233-2330753",Maharashtra,Sangli,Sangli,Sangli,416416,,0233-2330753,NULL,amag1234@gmail.com,27AAXPG4540Q1ZW,27,AAXPG4540Q,,,SANGLI(HQ),0,27900306070V,27900306070C,SAN/20B-314,SAN/21B-309,Temperory,Temperory,123,27,Temperory,1,0,27979,27979,27979,Sales Invoice Prev ERP Tax,,1538.85,1538.85,,0,0,0,29518,"INR Twenty Nine Thousand, Five Hundred And Eighteen only.",29518,"INR Twenty Nine Thousand, Five Hundred And Eighteen only.",0,29517.85,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,STAND -SP TAB,STAND -SP TAB,20,Strip,1,46.63,4663,46.63,4663,Sales - LG,Main - LG,,,STAND -SP TAB,AT6368,,01/03/2018,100,Strip,120,43.9,43.9,,0,0,0,,46.63,4663,46.63,4663,0,30049061,Cost of Goods Sold - LG,Stores - LG,,0,,0,50742,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,1538.85,29517.85,1538.85,1538.85,29517.85,1538.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,5,Strip,1,102.9,5145,102.9,5145,Sales - LG,Main - LG,,,ACTIRAB - L CAP,AC6031,,01/01/2018,50,Strip,55,96.64,96.64,,0,0,0,,102.9,5145,102.9,5145,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,44930,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,150,Strip,1,24,12000,24,12000,Sales - LG,Main - LG,,,LYCOREST TAB,AT6479,,01/03/2018,500,Strip,650,22.6,22.6,,0,0,0,,24,12000,24,12000,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,,1234,LYCORT 1 ml INJ,L-843,,01/03/2018,100,Vial,120,58.1,58.1,,0,0,0,,61.71,6171,61.71,6171,0,30043200,Cost of Goods Sold - LG,Stores - LG,,0,,0,117625,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000215""",Pre-SI-,Lysten Global,30/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,30/06/2016,,0,,1,,2000000265,01/07/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,0,26.06,0,Sales - LG,Main - LG,,,TEN-ON 30 ml SYRUP,AL6060,,01/01/2018,0,Bottle,0,24.53,24.53,,0,0,0,,26.06,0,26.06,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,29616,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000214""",Pre-SI-,Lysten Global,30/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,30/06/2016,,0,,1,,2000000264,01/07/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,ACTIRAB TAB,ACTIRAB TAB,0,Strip,1,37.71,0,37.71,0,Sales - LG,Main - LG,,,ACTIRAB TAB,AT6059,,01/12/2017,0,Strip,0,35.5,35.5,,0,0,0,,37.71,0,37.71,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,43420,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000213""",Pre-SI-,Lysten Global,30/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,30/06/2016,,0,,1,,2000000263,01/07/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,ACTIRAB TAB,ACTIRAB TAB,0,Strip,1,37.71,0,37.71,0,Sales - LG,Main - LG,,,ACTIRAB TAB,AT6059,,01/12/2017,0,Strip,0,35.5,35.5,,0,0,0,,37.71,0,37.71,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,43420,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000212""",Pre-SI-,Lysten Global,30/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,59117,62839.39,62839.39,Debtors - LG,SHRI NATH DIST.,SHRI NATH DIST.,,30/06/2016,,0,,1,,2000000262,01/07/2016,0,,"589, NEAR WAI URBAN BANK, BHAJI MANDAI, WAI , DIST- SATARA
PHONE- 02167-222886",Maharashtra,Satara,Wai,Wai,412803,,02167-222886,NULL,Shreenathdistwai@gmail.com,,,,,,Pune Pool (HQ),0,27790512692V,27790512692C,20B/SA-917,21B/SA-883,Temperory,Temperory,123,27,Temperory,1,0,59117,59117,59117,Sales Invoice Prev ERP Tax,,3722.39,3722.39,,0,0,0,62839,"INR Sixty Two Thousand, Eight Hundred And Thirty Nine only.",62839,"INR Sixty Two Thousand, Eight Hundred And Thirty Nine only.",0,62839.39,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCOREST TAB,LYCOREST TAB,600,Strip,1,24,48000,24,48000,Sales - LG,Main - LG,,,LYCOREST TAB,AT6479,,01/03/2018,2000,Strip,2600,22.6,22.6,,0,0,0,,24,48000,24,48000,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,3722.39,62839.39,3722.39,3722.39,62839.39,3722.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,6728,67.28,6728,Sales - LG,Main - LG,,,EMPOWER - OD TAB,FT-001,,01/07/2017,100,Strip,100,64.06,64.06,,0,0,0,,67.28,6728,67.28,6728,0,30045039,Cost of Goods Sold - LG,Stores - LG,,0,,0,39462,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,0,Strip,1,43.89,4389,43.89,4389,Sales - LG,Main - LG,,,REGAIN - XT TAB,AT6037,,01/06/2017,100,Strip,100,41.32,41.32,,0,0,0,,43.89,4389,43.89,4389,0,30045033,Cost of Goods Sold - LG,Stores - LG,,0,,0,42550,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000210""",Pre-SI-,Lysten Global,30/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,133456,141738,141738,Debtors - LG,MAYA SALES,MAYA SALES,,30/06/2016,,0,,1,,2000000261,30/06/2016,0,,"S-4, OMKAR PLAZA , CHAITANYA COMP. NEAR NANDADEEP HOSPITAL, RADHIKA RD",Maharashtra,Satara,Satara,Satara,415002,,02162-228909,975917771,pposwal555@gmail.com,27AAHPO6562A1ZR,27,AAHP06562A,,,Satara (HQ),0,27670310125V,27670310125C,20B-SA/846,21B-SA/816,Temperory,Temperory,123,27,Temperory,1,0,133456,133456,133456,Sales Invoice Prev ERP Tax,,8282,8282,,0,0,0,141738,"INR One Lakh, Forty One Thousand, Seven Hundred And Thirty Eight only.",141738,"INR One Lakh, Forty One Thousand, Seven Hundred And Thirty Eight only.",0,141738,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,13456,67.28,13456,Sales - LG,Main - LG,,,EMPOWER - OD TAB,FT-001,,01/07/2017,200,Strip,200,64.06,64.06,,0,0,0,,67.28,13456,67.28,13456,0,30045039,Cost of Goods Sold - LG,Stores - LG,,0,,0,39462,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,8282,141738,8282,8282,141738,8282,,,,,,,,,,,,,,,,,
